artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,mood_cluster
Bad Bunny,5jGUJXnELDaDTgiRjD9lsg,200 MPH,0.0139,0.85,170509,0.5,0.000384,8,0.0947,-6.707999999999999,1,0.0665,160.02,4,0.816,80,1
NSG,2cytBOLpwFRX7J9URCrFIe,Options,0.387,0.836,240082,0.621,9.16e-05,1,0.104,-4.685,0,0.0892,101.995,4,0.762,80,1
Gabriel Diniz,5ixqGGFu0hdHfErdp32QwT,Jenifer,0.22,0.768,160640,0.934,1.73e-06,8,0.0854,-2.533,1,0.0453,160.108,4,0.916,80,1
Sean Paul,37eGbhE1xVFSvcKkqGb6i1,Contra La Pared,0.0156,0.828,224681,0.588,0.0,2,0.124,-7.14,1,0.118,94.052,4,0.598,80,1
Tame Impala,2drEUEg0TYQR6dDEHkpuPE,Patience,0.00223,0.546,292267,0.8590000000000001,0.000947,1,0.0529,-5.966,1,0.0306,99.965,4,0.645,80,1
Juanes,7Eso5mURNFprb5PmhOXDlf,La Plata (feat. Lalo Ebratt),0.201,0.762,195493,0.74,0.0,1,0.275,-4.72,0,0.226,167.88099999999997,4,0.961,80,1
C. Tangana,2vEY3cNwXYxIG4fPAoN14q,Pa' Llamar Tu Atención (feat. MC Bin Laden),0.188,0.884,177614,0.738,0.0,5,0.0812,-3.265,0,0.0837,131.91,4,0.6779999999999999,80,1
Lil Pump,6flur5o18COKeafnjLHRiJ,Be Like Me (feat. Lil Wayne),0.00335,0.948,240000,0.396,0.0,5,0.192,-8.08,0,0.173,104.006,4,0.593,80,1
Wiley,7cz506PyIgh2bMN90Mc8Tn,Boasty (feat. Idris Elba),0.00915,0.887,177186,0.765,0.000872,2,0.0907,-5.207000000000001,1,0.0669,102.958,4,0.456,80,1
Bryant Myers,17iXKeQe2iVYXJcMpQqthG,Ganas Sobran,0.369,0.8029999999999999,237920,0.597,0.0,9,0.0998,-4.144,1,0.127,85.056,4,0.688,80,1
Jax Jones,29R1IMTTbDDA3VNlk6UEW5,Play,0.0266,0.7709999999999999,186240,0.768,1.26e-05,11,0.426,-7.773,0,0.0451,125.023,4,0.607,80,1
Yannc,0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,0.282,0.799,352442,0.69,0.001,7,0.143,-7.252000000000001,1,0.1,106.034,4,0.682,80,1
Lil Wayne,3wScL5W8H40zzCKN0atfBk,Uproar,0.0595,0.743,194184,0.87,0.0,1,0.299,-2.188,1,0.212,99.075,4,0.884,80,1
Ski Mask The Slump God,3EikYy40GMSp8l5mDV6IQo,Foot Fungus,0.257,0.8809999999999999,129547,0.623,1.5e-06,1,0.0964,-9.662,1,0.119,88.95299999999999,4,0.745,80,1
Travis Scott,27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,0.201,0.7020000000000001,198408,0.708,0.0,10,0.118,-5.3660000000000005,0,0.0547,147.98,4,0.713,80,1
Panic! At The Disco,22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",0.0137,0.5770000000000001,169667,0.833,0.0,5,0.121,-3.337,1,0.0695,107.936,4,0.58,80,1
Maluma,1RouRzlg8OKFeqc6LvdxmB,Felices los 4,0.213,0.7659999999999999,230000,0.7559999999999999,0.0,5,0.349,-5.861000000000001,1,0.132,94.027,4,0.716,80,1
Shakira,7DrluKkTviBwCc8AV3VGmf,Clandestino,0.39,0.7659999999999999,231921,0.8220000000000001,3.37e-05,1,0.349,-4.126,0,0.16,165.842,4,0.8809999999999999,80,1
J Balvin,5qFeMRz4TvetPmzjre9Dq7,No Es Justo,0.161,0.684,250840,0.8109999999999999,0.000363,7,0.0871,-4.494,1,0.0714,87.866,4,0.721,80,1
Shawn Mendes,5EYBryPOgIEPB7r5QIy6eG,Fallin' All In You,0.405,0.853,235747,0.476,0.0,8,0.111,-6.696000000000001,1,0.0361,92.038,4,0.7959999999999999,80,1
George Ezra,38zwkK6TtTjIW9tpYBfZ3D,Paradise,0.209,0.642,222045,0.8809999999999999,0.0,11,0.21,-3.537,1,0.0393,138.03,4,0.913,80,1
Alle Farben,2RP8Svo0pMwZXnVcmOffDw,Fading,0.0232,0.7340000000000001,207013,0.76,0.0,11,0.127,-5.267,0,0.0415,122.072,4,0.685,80,1
Wesley Safadão,2X8sssaxS5GReg6945B6RW,Só Pra Castigar,0.0201,0.6809999999999999,163851,0.94,0.0,0,0.578,-1.77,1,0.0386,124.015,4,0.648,79,1
Bhad Bhabie,0jtTDKt1FRTnKbWtWSGLoy,Bestie (feat. Kodak Black),0.0741,0.908,140491,0.625,0.0,1,0.182,-4.519,1,0.19,101.993,4,0.613,79,1
Sech,6Bc48Fgqgb6j4K6JdkZTNk,Solita,0.159,0.679,219520,0.831,1.1e-06,2,0.0969999999999999,-1.866,1,0.109,88.792,4,0.88,79,1
MC Kevin o Chris,7rLegaz7zKB6EtDNzcslKE,Medley da Gaiola - Dennis DJ Remix,0.7020000000000001,0.897,240000,0.757,0.0,4,0.0779,-5.242999999999999,0,0.236,140.03799999999998,4,0.613,79,1
CNCO,6tT4Ks1N04Ut0lSQ3xjSaZ,Llegaste Tú,0.153,0.7020000000000001,190916,0.914,0.0,7,0.0625,-2.934,0,0.0376,96.991,4,0.563,79,1
"Earth, Wind & Fire",7Cuk8jsPPoNYQWXK9XRFvG,September,0.165,0.6940000000000001,215080,0.831,0.000892,9,0.25,-7.287999999999999,1,0.0301,125.901,4,0.98,79,1
NOTD,18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),0.0253,0.6609999999999999,197939,0.725,0.0,6,0.123,-4.859,1,0.0563,119.927,4,0.605,79,1
Charlie Puth,6wmAHw1szh5RCKSRjiXhPe,How Long,0.211,0.845,200853,0.561,3.49e-06,1,0.0383,-5.252999999999999,0,0.0778,109.974,4,0.8109999999999999,79,1
Young Thug,0kCBorRrKZkSztd9m0QI3r,Chanel (Go Get It) [feat. Gunna & Lil Baby],0.00183,0.938,201707,0.5,0.0,4,0.077,-10.08,0,0.144,140.011,4,0.462,79,1
Anuel Aa,2cYnZNzFRFK0H7vSNxPsUq,Ella Quiere Beber - Remix,0.265,0.7509999999999999,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.698,79,1
Post Malone,1D2L6MefbXon28PzIk9I3r,92 Explorer,0.2689999999999999,0.802,211427,0.743,1.36e-06,7,0.121,-4.82,0,0.0474,146.03,4,0.877,79,1
Twenty One Pilots,5HeKOKc4phmLn8e4I7EkzD,My Blood,0.0563,0.7490000000000001,229120,0.723,0.022,1,0.0977,-6.609,1,0.0432,108.999,4,0.674,79,1
SHAED,0lsRatBUs9HNIZAmoGABzk,Trampoline,0.488,0.6890000000000001,184060,0.412,0.00016,7,0.0659,-7.523,0,0.0301,126.754,4,0.537,79,1
Bazzi,7lozLnUfzcgEpMMVQI7yhA,Why,0.353,0.6759999999999999,148260,0.67,0.0,8,0.103,-6.584,1,0.0374,113.01,4,0.54,79,1
Camila Cabello,5vnpANH92iEajvGwE2oQ6r,Real Friends,0.235,0.701,223583,0.512,5.07e-06,0,0.135,-6.869,0,0.0969,91.947,4,0.6629999999999999,79,1
Clean Bandit,3WDIhWoRWVcaHdRwMEHkkS,Mama (feat. Ellie Goulding),0.225,0.737,189973,0.7140000000000001,3.79e-06,1,0.267,-6.138,0,0.0367,102.046,4,0.608,79,1
Nick Jonas,43wzy7JxMEfvCh8ZFeZKYk,Right Now,0.0104,0.597,201680,0.7509999999999999,0.0,6,0.0912,-4.982,0,0.193,103.956,4,0.568,79,1
Danny Ocean,2QmsKag0YaqhAbpR9Nwmpn,Epa Wei,0.233,0.688,208254,0.82,0.0,6,0.091,-4.715,0,0.155,107.833,4,0.804,79,1
Piso 21,2RVrdr062uLFxXwIxwdXPH,Te Amo,0.0204,0.8490000000000001,201122,0.7240000000000001,5.98e-06,5,0.235,-4.138999999999999,1,0.0665,98.005,4,0.63,79,1
Lewis Capaldi,4eQBL0cuF3ismYCzBff2Ii,Grace,0.49,0.733,184880,0.5329999999999999,0.0,4,0.171,-6.971,1,0.0357,104.506,4,0.483,79,1
Morat,1Cxd4ZJJ9VOQQpNcpdcZEQ,Cuando Nadie Ve,0.118,0.804,219184,0.7879999999999999,0.0,1,0.215,-4.586,0,0.0598,96.005,4,0.8370000000000001,79,1
Luis Fonsi,0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa,0.0391,0.733,173800,0.897,0.0,0,0.1169999999999999,-3.652,1,0.0389,96.006,4,0.649,78,1
Iggy Azalea,7dsEsd0rlVs6PddRJj64ho,Sally Walker,0.0177,0.905,178993,0.492,0.0,8,0.0994,-8.953,0,0.0936,140.076,4,0.605,78,1
Thomas Rhett,1HY7Ze0NWqDJkl4g4MV62Q,Look What God Gave Her,0.0221,0.732,168214,0.847,0.0,2,0.246,-3.921,1,0.0307,113.012,4,0.885,78,1
Juice WRLD,06LFFPPS7MylCZXps3cO4m,Who Shot Cupid?,0.0558,0.758,214246,0.932,0.0,3,0.0969999999999999,-2.809,1,0.0372,125.993,4,0.5920000000000001,78,1
ScHoolboy Q,01DOm09B2AbiTARAbXVI6g,CHopstix (with Travis Scott),0.0391,0.958,181153,0.6,0.0,9,0.2739999999999999,-6.996,0,0.118,127.933,4,0.607,78,1
EVERGLOW,06Pvy98db25O7wlfFFFIRM,Bon Bon Chocolat,0.0343,0.7190000000000001,228682,0.828,0.0,6,0.0747,-5.559,1,0.0613,139.92700000000002,4,0.634,78,1
Melim,5U28PY9MekLyCBYtLHGQpe,Meu Abrigo,0.214,0.6579999999999999,231474,0.5720000000000001,0.0,3,0.125,-7.527,1,0.0304,92.011,4,0.741,78,1
YNW Melly,0hwkukpHcBJfGcIUxi1tK2,Freddy Krueger (feat. Tee Grizzley),0.0918,0.8340000000000001,244506,0.621,0.0,7,0.0759,-6.156000000000001,1,0.0821,140.05,4,0.613,78,1
Lalo Ebratt,1usoXi4f0BnMART4uActEA,Mocca - Remix,0.213,0.732,202876,0.758,0.0,11,0.3879999999999999,-1.694,1,0.1889999999999999,98.007,4,0.78,78,1
Leslie Grace,31M5m42C3EGlbydf9XB5to,Duro y Suave,0.111,0.769,207720,0.721,5.9e-05,10,0.0505,-4.4830000000000005,0,0.153,94.978,4,0.618,78,1
6ix9ine,4m5Cd9kAbIxg6t9sMrQWtk,TIC TOC (feat. Lil Baby),0.0115,0.82,135739,0.691,0.0,6,0.344,-6.646,0,0.0723,142.02700000000002,4,0.6829999999999999,78,1
6ix9ine,6o79O9qBP3OAkWOXajAQIS,WAKA (feat. A Boogie Wit da Hoodie),0.0834,0.772,128769,0.812,0.0,0,0.115,-3.995,0,0.153,97.407,4,0.655,78,1
Takeoff,1B4gJRq61xTs6r1O0Uq2iY,Casper,0.525,0.921,197079,0.607,1.12e-06,1,0.123,-7.397,1,0.209,140.071,4,0.753,78,1
Wiz Khalifa,7IBSffWIu7P2MC7kMwy2FM,Hopeless Romantic (feat. Swae Lee),0.307,0.877,226743,0.477,0.0,9,0.0929,-7.379,0,0.0587,127.023,4,0.552,78,1
6ix9ine,5KhFaq45chTw8RGfWo8T8J,BILLY,0.175,0.764,112667,0.711,0.0,4,0.105,-3.818,0,0.288,90.076,4,0.774,78,1
Bad Bunny,5mj8WVFcKdGA8p9HWGTSLc,Cuando Perriabas,0.1369999999999999,0.787,188654,0.705,1.06e-06,0,0.108,-7.582000000000001,1,0.0695,81.99799999999999,4,0.499,78,1
The 1975,3TgMcrV32NUKjEG2ujn9eh,It's Not Living (If It's Not With You),0.000297,0.618,248336,0.8240000000000001,6.87e-05,1,0.0649,-5.316,1,0.0301,121.238,4,0.598,78,1
T3R Elemento,0xYTyyfV767E2Vn3hz56kL,Aerolínea Carrillo,0.337,0.669,174276,0.561,0.0,1,0.198,-6.613,1,0.0318,114.405,3,0.867,78,1
Cosculluela,0r9d60ZYPAlFHq8qnUtkXN,Madura (feat. Bad Bunny),0.138,0.878,190909,0.555,1.34e-06,1,0.151,-7.638999999999999,0,0.2019999999999999,88.029,4,0.7509999999999999,78,1
Jeremy Zucker,75ls0gurX68lUmMjE7QcsE,all the kids are depressed,0.836,0.773,169973,0.437,2.42e-05,9,0.544,-8.281,1,0.0963,103.861,4,0.7070000000000001,78,1
BTS,3p6hnejEQYXkiTO1lAzVc0,Euphoria,0.3939999999999999,0.637,228615,0.799,0.0,2,0.0921,-4.519,1,0.0338,104.995,4,0.562,78,1
Shawn Mendes,376Gg7Oxo5C5jUWDWpVXeI,Where Were You In The Morning?,0.5539999999999999,0.716,200600,0.519,0.0,7,0.0993,-7.472,1,0.0554,87.963,4,0.466,78,1
Daddy Yankee,6U2NuJILEOEpW2tVCuqKHb,Dura - Remix,0.188,0.772,242160,0.8029999999999999,0.0,1,0.434,-3.035,1,0.0468,94.981,4,0.853,78,1
La Adictiva Banda San José de Mesillas,45sVRPegWSGpIcsrDoaaCY,En Peligro de Extinción,0.2189999999999999,0.7090000000000001,234198,0.483,2.33e-06,0,0.241,-3.734,1,0.0281,123.566,4,0.8340000000000001,78,1
iKON,6qAzAmPBUpGrk7XADZHR5k,LOVE SCENARIO,0.331,0.8059999999999999,209648,0.7070000000000001,0.0,7,0.294,-4.623,1,0.0307,118.011,4,0.746,78,1
MK,4M8x1TR36VMQMFMbGCdoyA,Back & Forth,0.0181,0.684,196215,0.816,0.0,10,0.0222,-5.211,0,0.0322,121.993,4,0.7020000000000001,78,1
Luis Fonsi,4178A5NkEjcsGc64jpBO6d,Calypso,0.138,0.866,200347,0.8590000000000001,0.0,1,0.401,-3.087,0,0.0587,109.972,4,0.923,78,1
Reykon,6ayCEojiJIe5d8DwXVlGU4,Domingo (feat. Cosculluela),0.124,0.816,222483,0.733,0.0,0,0.0812,-6.587000000000001,1,0.0448,93.022,4,0.5710000000000001,78,1
Morat,1mlGScrDQqHqmhdIqE8MmA,Besos En Guerra,0.126,0.69,231533,0.973,0.0,2,0.1009999999999999,-3.588,1,0.0492,143.957,4,0.772,78,1
Sigrid,1oLSje4Ot5qRUq8FqYeXOl,Don’t Feel Like Crying,0.156,0.7490000000000001,157010,0.8140000000000001,0.0,5,0.0673,-3.769,0,0.0404,119.964,4,0.715,77,1
Netsky,5pzeevBDvU6GVXqUKoiYDX,I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne),0.23,0.7090000000000001,167600,0.784,0.0,9,0.147,-3.182,0,0.1,97.007,4,0.584,77,1
Offset,4W9XGjEUVG9junR70FOLii,Lick,0.172,0.959,204516,0.539,0.0,4,0.108,-6.611000000000001,0,0.0958,103.0,4,0.657,77,1
Mamamoo,6E7jAJN2e3znSHyPCdQqx8,gogobebe,0.114,0.7040000000000001,195856,0.787,0.0,0,0.228,-3.113,1,0.0819999999999999,96.929,4,0.7070000000000001,77,1
Kenny Man,3EwnwCYCO2mnCoYj5NLhER,Ni Gucci Ni Prada - Remix,0.245,0.81,212693,0.7559999999999999,0.0,2,0.358,-6.07,1,0.0969,105.005,4,0.919,77,1
Dave,59PUOc7B0WCNNx8Nr4qaA4,Streatham,0.496,0.892,205720,0.621,0.0,2,0.109,-7.67,1,0.0949,124.015,4,0.638,77,1
Offset,59ywHNwwchG4nZJMLyxSzd,Clout (feat. Cardi B),0.228,0.919,205803,0.622,4.24e-06,1,0.122,-7.383999999999999,1,0.0997,140.02200000000002,4,0.424,77,1
Lil Skies,0Qd2KYCmwGYiTF3A0opS6b,Real Ties,0.0599,0.8190000000000001,142669,0.616,0.0,1,0.143,-5.534,1,0.1669999999999999,87.493,4,0.524,77,1
Syn Cole,7p4zGB2Xj1hs7eoJU79YrV,Getaway - VIP Mix,0.0127,0.71,189677,0.8420000000000001,0.0,6,0.155,-3.156,1,0.0428,124.119,4,0.7609999999999999,77,1
Jonas Blue,3nhmni2lW0t0eVBXEQAAyF,Perfect Strangers,0.39,0.73,196613,0.861,0.0,1,0.213,-4.1,1,0.0451,117.965,4,0.7040000000000001,77,1
Benjamin Ingrosso,5LKNumPGm1bEyVroDE4rcZ,All Night Long (All Night) - Recorded at Spotify Studios Stockholm,0.0106,0.649,188166,0.718,0.000198,8,0.1169999999999999,-7.101,0,0.0506,112.049,4,0.715,77,1
A$AP Rocky,2aPTvyE09vUCRwVvj0I8WK,Sundress,0.176,0.721,158206,0.7040000000000001,3.71e-06,6,0.143,-6.364,1,0.0606,125.004,4,0.735,77,1
Ozuna,2SbzdGpOKlH3HIAGTWTbwU,La Modelo,0.241,0.574,255507,0.7340000000000001,0.00806,1,0.0961,-2.697,1,0.0728,98.023,4,0.769,77,1
Jess Glynne,6X6SdJzxyw7GzxwP2fr9WV,All I Am,0.0445,0.74,218868,0.669,0.0,0,0.184,-5.199,1,0.0373,122.007,4,0.536,77,1
Bryant Myers,0sPTfDSZgE3KvcvqaKPtEx,Tanta Falta,0.135,0.856,181093,0.728,1e-06,7,0.2,-3.497,1,0.0916,89.999,4,0.797,77,1
Alvaro Soler,1BFmBgVOnLy3Ekrxz1lBOK,La Cintura,0.0201,0.706,204653,0.845,0.0,6,0.358,-4.102,0,0.0692,100.015,4,0.742,77,1
Kevin Roldan,6XGfoK5edwViiZlmv7kQcE,Nadie Como Yo,0.226,0.792,184253,0.37,1.32e-05,3,0.0917,-7.906000000000001,0,0.198,80.09899999999999,4,0.76,77,1
Lil Wayne,0dbTQYW3Ad1FTzIA9t90E8,Mona Lisa (feat. Kendrick Lamar),0.371,0.855,324189,0.6940000000000001,0.0,2,0.109,-4.393,1,0.1689999999999999,122.078,4,0.49,77,1
Social House,2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),0.66,0.769,164640,0.479,0.0,1,0.0914,-5.339,1,0.0385,96.051,4,0.8029999999999999,77,1
Ski Mask The Slump God,4rgwri7LajWVZvdj2N81SS,Catch Me Outside,0.165,0.943,145760,0.677,0.0,7,0.327,-6.033,1,0.246,112.001,4,0.615,77,1
A Boogie Wit da Hoodie,3UhRsQVrELOATEiY7E9X2T,Come Closer (feat. Queen Naija),0.22,0.741,156512,0.556,0.0,7,0.0981,-6.647,0,0.0947,140.056,4,0.616,77,1
Rodney Atkins,2BgunkkepMPFpArQj1Dx5s,Caught Up In The Country,0.00719,0.564,160991,0.904,0.0,7,0.528,-3.808,1,0.0582,124.102,4,0.637,77,1
Post Malone,5ffntNJnJOeFv7b7DCd0Bw,Takin' Shots,0.597,0.767,216747,0.625,0.0,5,0.409,-6.193,1,0.0836,120.092,4,0.5770000000000001,77,1
Ansel Elgort,2ZIZXWnU52s0C75sPYiwvh,Supernova,0.0596,0.764,191493,0.618,0.0,5,0.1939999999999999,-5.492000000000001,0,0.0873,140.09,4,0.655,77,1
Khea,2CRbiMK0W14l71SpDKqKZM,Loca Remix,0.337,0.795,346460,0.7509999999999999,0.0,8,0.0983,-3.661,1,0.0675,113.033,4,0.537,77,1
Bishop Briggs,3mRLHiSHYtC8Hk7bzZdUs1,River,0.302,0.733,216133,0.477,2.97e-06,2,0.0579,-6.737,0,0.0687,62.507,4,0.545,77,1
Shawn Mendes,5wxurz8J6YlyQRNnGN8zXS,Nervous,0.0404,0.841,164147,0.623,0.0,0,0.126,-6.76,1,0.0776,121.983,4,0.7440000000000001,77,1
Maluma,2XVilv6s9GETnw9PG4T9Mz,El Préstamo,0.205,0.74,219600,0.74,0.0,5,0.107,-3.647,0,0.0686,93.95,4,0.7170000000000001,77,1
Karol G,38QmUDpkoYlNbMKvpvAsrE,Mi Cama - Remix,0.299,0.815,196320,0.784,0.0,9,0.0958,-4.423,1,0.0738,162.958,4,0.8320000000000001,77,1
James TW,6r3JPmyGO3Gbpyx1FD5txL,Say Love,0.118,0.752,219440,0.449,1.29e-06,1,0.354,-7.541,1,0.0594,84.029,4,0.5489999999999999,77,1
Years & Years,01k24g94i1JvkFLQmVEdCd,If You're Over Me,0.0615,0.647,189000,0.853,0.0,8,0.062,-4.516,1,0.0904,103.846,4,0.618,77,1
Sigala,5xzCzOAOfRi4DOttSzvznR,Lullaby,0.0784,0.725,204022,0.8340000000000001,1.27e-05,5,0.0834,-3.913,0,0.037,120.026,4,0.8590000000000001,77,1
Silvestre Dangond,7gL0eIncXB5ELO8BFMR3Uv,Vivir Bailando,0.104,0.846,214413,0.848,0.0,5,0.0837,-4.752,1,0.121,91.971,4,0.5529999999999999,76,1
The Black Keys,6XRgC4KAp4upKu0v7H4tQo,Lo/Hi,0.015,0.606,177003,0.679,0.0004269999999999,2,0.2339999999999999,-7.445,1,0.0321,122.012,4,0.705,76,1
CNCO,78Nyf6RlqBANlMhSnKyClT,Pretend,0.284,0.68,200566,0.883,0.0,11,0.14,-3.862,0,0.103,101.983,4,0.8340000000000001,76,1
Hozier,5Apvsk0suoivI1H8CmBglv,Almost (Sweet Music),0.0215,0.523,217480,0.687,2.86e-06,7,0.203,-5.601,1,0.105,90.036,4,0.711,76,1
Rich The Kid,4gJUBncw0XCMTBHneTjqGx,Like Mike (feat. Jay Critch & A Boogie wit da Hoodie),0.131,0.833,161757,0.639,0.0,8,0.0463,-5.162000000000001,1,0.2739999999999999,142.011,4,0.843,76,1
Bea Miller,7cLm450e9XaPrEZTSTsfwU,it's not u it's me,0.0204,0.7759999999999999,194526,0.568,1.6899999999999997e-05,0,0.078,-6.419,0,0.125,150.901,4,0.7490000000000001,76,1
Vampire Weekend,5kXDF4OmM5COyeo6z97nEk,Harmony Hall,0.475,0.653,308733,0.76,0.000129,11,0.0917,-6.086,1,0.0479,98.008,4,0.6,76,1
Charlie Puth,1lsBTdE6MGsKeZCD6llNu7,Done for Me (feat. Kehlani),0.193,0.856,180493,0.632,0.0,6,0.0688,-3.692,0,0.074,112.009,4,0.6970000000000001,76,1
Jon Z,5gsW8TMmNVnevjq13h0Nlp,DESPUES QUE TE PERDI,0.248,0.762,247174,0.813,0.0,8,0.0795,-3.863,0,0.118,108.934,4,0.6,76,1
Zé Neto & Cristiano,1IJH7QjV5V99eJBtKXqGXE,Largado Às Traças - Ao Vivo,0.611,0.6940000000000001,234961,0.8690000000000001,0.0,3,0.535,-5.26,0,0.0857,121.996,4,0.7859999999999999,76,1
Dennis DJ,4xc6RrWzEOdprPqYn9Cyen,Só Você,0.447,0.8340000000000001,161444,0.7509999999999999,0.0,11,0.1119999999999999,-0.787,1,0.1169999999999999,129.935,4,0.6970000000000001,76,1
Austin Brown,1UotQ5kMAEiCJVisAVkxOh,In Betweenin',0.18,0.705,192046,0.8240000000000001,0.0,2,0.0901,-4.825,1,0.0347,146.999,4,0.925,76,1
Dave,01IQ4aQgOf0Kkq3a273hmO,Funky Friday,0.0783,0.975,182741,0.535,0.0,1,0.107,-7.227,1,0.196,125.066,4,0.6709999999999999,76,1
Twenty One Pilots,01vv2AjxgP4uUyb8waYO5Y,Morph,0.0747,0.7340000000000001,258853,0.607,0.0005769999999999,8,0.0968,-7.249,0,0.0806,90.023,4,0.518,76,1
Ozuna,17UUYZ290omPaJY4wKeyHh,Me Dijeron,0.0273,0.8,170133,0.841,0.0,5,0.291,-2.817,0,0.0524,94.021,4,0.7979999999999999,76,1
Prince Royce,4Xqpt53kWML7eTObGxQ43i,Adicto,0.318,0.735,209192,0.762,0.0,2,0.371,-5.547000000000001,0,0.04,116.027,4,0.7,76,1
Alex Rose,6xqbec9MHRmW7qtEINAlRx,Darte Remix,0.144,0.81,512093,0.631,1.32e-06,4,0.451,-6.541,0,0.0938,154.976,4,0.573,76,1
Jax Jones,3pSfoP1xZllxEuZ6Oh6ebn,Ring Ring (feat. Mabel & Rich The Kid),0.172,0.779,217613,0.6409999999999999,2.03e-06,1,0.102,-4.912,0,0.141,107.032,4,0.638,76,1
Miky Woodz,16fZpc0Md2q1SGu8FMTo6x,Na' Personal,0.0599,0.8220000000000001,225510,0.618,0.0,0,0.612,-5.882000000000001,1,0.27,147.028,4,0.802,76,1
Jonas Blue,3Uoe0ZdEy9lLrXj1HhXx9H,Fast Car,0.469,0.672,212424,0.578,0.0,9,0.312,-6.621,1,0.0569,113.945,4,0.5479999999999999,76,1
KIAN,0TBFJanfWaByPIi3f7RR82,Waiting,0.372,0.787,215653,0.4479999999999999,0.0,4,0.0779,-7.671,0,0.0508,138.03,4,0.471,76,1
G-Eazy,794QVQtFNy7hvtjQP1keQd,1942,0.0152,0.8170000000000001,213080,0.6459999999999999,0.0,4,0.125,-5.12,0,0.249,162.898,4,0.835,76,1
Ariana Grande,0WdR2AyLW1Drd3OUdwezM0,everytime,0.186,0.71,172107,0.614,0.0,10,0.0974,-6.757000000000001,0,0.0431,148.15200000000002,4,0.6579999999999999,76,1
Ariana Grande,1xWH8zYtDeS9mW1JJG23VZ,R.E.M,0.375,0.831,245667,0.485,1.47e-05,10,0.118,-6.6770000000000005,0,0.15,80.02199999999999,4,0.622,76,1
Lil Pump,44KKhCyI0BGS6LvVyDqJtH,Esskeetit,0.022,0.932,181714,0.506,0.0,11,0.0933,-7.755,1,0.161,139.974,4,0.696,76,1
Yung Gravy,7LptQZjp5wgdYDQZPjOV9O,1 Thot 2 Thot Red Thot Blue Thot,0.148,0.79,131139,0.768,0.000947,6,0.126,-5.638,1,0.284,80.029,4,0.691,76,1
YNW Melly,792MY19uNkA4SJBqdw5a84,Virtual (Blue Balenciagas),0.307,0.774,193618,0.716,0.0,8,0.0973,-4.936,0,0.0438,150.037,4,0.579,76,1
Oliver Tree,1gGhqfs2pDTOI30AEXMXrn,Alien Boy,0.111,0.8029999999999999,163525,0.599,0.0,1,0.236,-5.169,1,0.0985,130.107,4,0.484,76,1
TWICE,1S6zXoXhfalX2ETKo337Md,YES or YES,0.0514,0.7020000000000001,237685,0.913,3.71e-06,11,0.166,-2.977,1,0.0374,137.982,4,0.735,76,1
Alec Benjamin,4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,0.3879999999999999,0.723,218893,0.504,7.4e-05,8,0.087,-5.572,1,0.0392,133.975,4,0.551,76,1
MKTO,0ibG3XCJ32Qq9maUY4AViR,How Can I Forget,0.69,0.7959999999999999,177141,0.53,0.0,8,0.0646,-5.9670000000000005,1,0.0558,105.031,4,0.754,76,1
IZ*ONE,1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,0.0899,0.698,218994,0.908,0.0,9,0.115,-1.211,0,0.0548,115.975,4,0.606,76,1
Yung Gravy,5GxnROd93Y7NGt2ci0TwBw,Mr. Clean,0.685,0.758,211150,0.701,6.22e-06,9,0.114,-6.053,1,0.162,106.74,4,0.626,76,1
Zion & Lennox,2dYJKHEqAUTCk2U9zntaS1,Hola,0.069,0.81,220538,0.789,0.00103,1,0.0638,-5.048,1,0.04,94.025,4,0.856,76,1
Pedro Capó,6aLJnupvPpT9HLv3xaUhe1,Calma,0.1989999999999999,0.737,180066,0.634,0.0,2,0.0803,-5.331,1,0.0475,126.926,4,0.55,76,1
Dvicio,4txQPJDlvU72lC6EMhT7m9,Qué Tienes Tú,0.0811,0.7440000000000001,212348,0.836,4.21e-06,2,0.166,-3.267,1,0.0592,91.984,4,0.524,76,1
Steve Aoki,1qlCjzyib3wt99XKcTeQkF,Play It Cool,0.00677,0.812,169812,0.805,0.0,9,0.0833,-3.83,0,0.243,119.958,4,0.568,75,1
Juice WRLD,4Z9cAwlkruSbWblPBthygg,10 Feet,0.466,0.6779999999999999,212312,0.6809999999999999,0.000657,6,0.263,-7.697999999999999,0,0.183,104.014,4,0.525,75,1
Lil Skies,6PXhPHhZy1MpxuTNA1Ad4L,Stop The Madness (feat. Gunna),0.0201,0.6509999999999999,254877,0.833,0.0,1,0.109,-5.153,1,0.0847,80.977,4,0.594,75,1
